country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cote d'Ivoire,14,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.26,2.37,2.61,2.57,2.67,3.64,3.47,3.02,3.71,3.28,3.43,2.87,2.86,3.9,3.94,4.58,4.36,4.63,4.95,5.24,5.52,5.8,5.9,,
Djibouti,15,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.09,0.09,0.05,0.09,0.09,0.08,0.06,0.08,0.08,0.08,0.07,0.07,0.04,0.07,0.06,0.06,0.06,0.06,0.07,0.09,0.08,0.08,0.08,,
Egypt,16,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,38.55,39.04,39.88,41.42,41.43,43.35,43.96,44.23,45.96,46.22,47.49,48.57,50,51.24,52.32,53.33,54.8,55.89,56.94,57.94,58.9,59.82,60.69,,
Equatorial Guinea,17,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.11,0.11,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,
Eritrea,18,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.28,0.3,0.36,0.35,0.38,0.4,0.43,0.46,0.48,0.52,0.56,0.61,0.65,0.7,0.74,0.8,0.85,0.91,0.96,1.02,1.09,1.15,1.17,,
Eswatini,19,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.09,0.15,0.14,0.17,0.2,0.23,0.24,0.29,0.32,0.27,0.37,0.42,0.46,0.51,0.59,0.6,0.6,0.73,0.74,0.78,0.83,0.88,0.91,,
Ethiopia,20,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.96,0.31,0.24,0.86,1.95,0.39,4.31,5.57,6.74,8.02,9.35,7.11,12.18,13.75,9.46,12.47,26.59,25.93,27.69,31.23,34.79,38.44,39.26,,
Gabon,21,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0.06,0.05,0.05,0.05,0.07,0.05,0.05,0.04,0.04,0.12,0.1,0.08,0.08,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,,
Gambia,22,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.12,0.06,0.07,0.01,0.09,0.03,0.11,0.12,0.13,0.14,0.18,0.19,0.2,0.24,0.22,0.23,0.25,0.17,0.29,0.3,0.27,0.27,0.27,,
Ghana,23,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.58,1.87,2.16,2.65,2.77,0.9,3.61,3.78,4.34,4.53,6.69,5.13,2.91,6.32,8.04,7.22,8.5,8.4,8.84,9.12,9.58,9.75,9.49,,
Guinea,24,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0.01,0.02,0.04,0.03,0.11,0.15,0.21,0.28,0.35,0.42,0.5,0.09,0.65,0.73,0.82,0.54,0.7,1.78,1.45,1.68,1.89,1.92,,
Guinea Bissau,25,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0.02,0,0.01,0.01,0.02,0.04,0.06,0.08,0.06,0.09,0.11,0.13,0.14,0.16,0.17,0.18,0.18,,
Kenya,26,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.66,2.14,2.64,1.86,3.7,4.26,4.88,5.5,6.17,3.12,2.28,8.3,9.08,9.88,8.64,10.18,15.08,16.72,19.18,23.35,24.15,26.72,26.36,,
Lesotho,27,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0.01,0.04,0.01,0.02,0.06,0.04,0.1,0.13,0.13,0.07,0.17,0.11,0.23,0.25,0.31,0.37,0.33,0.61,0.53,0.58,0.63,0.63,,
Liberia,28,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.06,0.08,0.09,0.12,0.09,0.17,0.18,0.2,0.2,0.2,0.38,,
Libya,29,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.25,1.12,1.03,0.94,0.85,0.76,0.66,0.56,0.45,0.35,0.24,0.13,0.01,0.12,0.12,0.12,0.12,0.11,0.09,0.09,0.08,0.09,0.09,,
Madagascar,30,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0.53,0.05,0.96,0.12,0.13,0.16,0.18,0.19,0.17,0.18,0.27,0.27,0.29,0.26,0.27,0.24,0.31,2.64,2.18,1.14,1.88,1.91,,
Malawi,31,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.07,0.13,0.15,0.08,0.3,0.23,0.01,0.31,0.34,0.39,0.5,0.4,0.24,0.53,0.76,0.5,0.74,0.57,1.86,0.67,0.59,0.96,0.99,,
Mali,32,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0,0.14,0.21,0.27,0.33,0.13,0.45,0.51,0.54,0.63,0.14,0.62,0.35,0.46,0.77,0.9,1,2.8,1.7,1.91,2.12,2.15,,
Mauritania,33,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.05,0.08,0.06,0.07,0.07,0.02,0.07,0.07,0.08,0.06,0.04,0.03,0.02,0,0.01,0.07,0.07,0.08,0.05,0.05,0.02,0.07,0.07,,
Mauritius,34,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.67,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.72,0.72,0.73,0.73,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75,0.76,,
Morocco,35,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.98,6.4,6.83,7.28,7.99,8.11,12.7,8.92,9.33,9.76,12.64,12.68,12.75,12.95,12.88,12.77,13,13.61,13.06,13.41,13.52,13.47,13.42,,
Mozambique,36,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.02,0.02,0.01,0.14,0.14,0.22,0.3,0.23,0.36,0.36,0.23,0.64,0.4,0.49,0.49,0.17,0.88,0.84,1.56,1.04,0.94,0.79,1.06,,
Namibia,37,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.24,0.24,0.25,0.26,0.26,0.27,0.27,0.29,0.29,0.26,0.3,0.27,0.32,0.35,0.35,0.4,0.41,0.41,0.39,0.4,0.36,0.43,0.43,,
Niger,38,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.15,0.2,0.24,0.29,0.33,0.04,0.24,0.5,0.57,0.65,0.66,0.79,0.77,1.02,1.17,1.35,1.52,1.65,2.18,1.88,1.95,1.89,1.66,,
Nigeria,39,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,17.14,17.6,18.05,27.03,19.07,19.55,20.13,21.92,22.44,21.81,21.06,28.09,24.73,29.26,25.35,24.48,32.45,21.78,30.15,25.03,24.36,26.28,27.21,,
Rwanda,40,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0,0.09,0.04,0.13,0.05,0.31,0.41,0.12,0.63,0.22,0.1,0.65,0.53,0.87,1.21,1.88,2.39,2.9,4.05,3.77,4.21,4.49,,
Sao Tome and Principe,41,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,,
Senegal,42,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.76,0.92,0.7,1.17,0.56,1.53,1.7,1.67,1.82,2.18,2.53,2.35,2.47,2.47,3.25,3.09,3.68,2.99,3.56,4.19,3.44,3.94,4.01,,
Seychelles,43,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,,
Sierra Leone,44,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.03,0.05,0.08,0.33,0.13,0.02,0.02,0.13,0.04,0.1,0.01,0.06,0.12,0.08,0.08,0.07,0.24,0.29,0.07,0.22,0.23,0.24,,
Somalia,45,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.06,0.04,0.05,0.01,0.16,0.31,0.11,0.78,0.92,1.07,3.16,3.05,3.04,3.02,3.01,3.01,3,3.15,2.95,2.71,2.8,2.7,2.76,,
South Africa,46,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10.82,9.77,12.73,13.13,14.48,14.5,14.37,14.91,14.75,14.98,14.99,15.3,16.08,16.04,16.37,15.97,15.12,15.32,15.39,15.47,18.31,17.83,17.74,,
South Sudan,47,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0.01,0.01,0.08,0.09,0.14,0.19,0.24,0.31,0.37,0.29,0.5,0.54,0.59,0.63,0.19,,
Sudan,48,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.81,2.6,2.74,2.87,3.03,3.16,3.31,3.47,1.61,3.31,4.19,4.93,5.71,6.54,7.23,8.35,9.33,10.32,11.31,12.28,13.22,14.19,14.45,,
Tanzania,49,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.45,0.68,0.89,0.91,0.75,1.45,1.67,1.86,0.32,0.46,0.83,0.88,0.8,0.6,3.61,4.16,6.51,6.14,7.08,7.58,8.95,9.65,15.18,,
Togo,50,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.21,0.18,0.23,0.27,0.31,0.36,0.28,0.45,0.5,0.55,0.38,0.67,0.67,0.73,0.92,0.88,0.95,0.89,1.23,1.13,1.17,1.2,1.23,,
Tunisia,51,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3.08,3.31,3.33,3.38,3.43,3.45,3.47,3.48,3.49,3.51,3.5,3.52,3.52,3.55,3.57,3.6,3.61,3.62,3.61,3.62,3.61,3.61,3.61,,
Uganda,52,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.33,0.48,0.43,0.92,1.13,0.17,0.51,1.86,2.14,0.51,0.96,1.26,3.38,0.83,3.63,2.82,5.68,7.57,10.97,11,11.62,13.02,13.32,,
Zambia,53,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.14,0.41,0.16,0.14,0.35,0.51,0.54,0.05,0.6,0.63,0.34,0.69,0.72,0.75,0.38,0.44,0.95,1.36,1.23,1.44,1.45,1.53,1.56,,
Zimbabwe,54,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.59,0.62,0.59,0.73,0.82,0.91,0.82,1.12,1.24,1.8,1.49,1.36,2.35,1.92,0.8,1.16,2.39,2.71,3.03,3.32,4.44,3.86,4.2,,
Algeria,1,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,18.57,19.06,19.55,20.05,20.56,21.09,21.69,22.28,23.04,23.58,24.29,25.04,25.71,26.62,27.44,28.23,28.97,29.73,30.47,31.17,31.92,32.64,33.34,,
Angola,2,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3.69,2.61,4.39,4.79,5.21,5.66,6.12,7.47,7.78,7.1,7.72,7.7,8.73,9.31,8.09,11.31,11.47,12.13,13.17,13.67,14.55,15.43,16.02,,
Benin,3,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.25,1.36,1.4,1.49,1.59,1.68,1.91,1.89,2,2.12,2.59,2.77,2.94,2.73,2.59,2.49,3.13,2.83,3.49,3.68,3.88,4.09,4.29,,
Botswana,4,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.36,0.35,0.43,0.46,0.5,0.54,0.58,0.63,0.7,0.73,0.86,0.9,0.98,1.04,1.11,1.18,1.24,1.32,1.39,1.47,1.55,1.64,1.72,,
Burkina Faso,5,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.84,0.92,1.01,1.32,1.21,1.32,1.45,1.58,1.7,1.61,1.87,2.15,2.32,2.5,2.77,2.76,2.85,3.02,2.56,3.42,3.66,3.86,3.8,,
Burundi,6,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.13,0.15,0.18,0.21,0.25,0.21,0.18,0.35,0.33,0.42,0.46,0.53,0.54,0.58,0.61,0.7,0.76,0.85,0.87,0.93,0.99,1.09,1.12,,
Cameroon,7,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.5,6.07,5.9,6.2,6.27,6.84,6.42,8.27,7.96,8.36,8.99,9.37,9.82,10.22,10.71,11.18,11.73,12.27,12.52,13.43,14.03,14.64,16.02,,
Cape Verde,8,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.19,0.2,0.2,0.22,0.22,0.23,0.24,0.25,0.26,0.26,0.28,0.29,0.29,0.3,0.31,0.32,0.32,0.33,0.34,0.35,0.36,0.37,0.38,,
Central African Republic,9,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.22,0.2,0.22,0.24,0.26,0.27,0.32,0.32,0.2,0.37,0.43,0.45,0.48,0.5,0.52,0.54,0.57,0.6,0.63,0.65,0.7,0.74,0.76,,
Chad,10,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.18,0.21,0.24,0.27,0.27,0.36,0.38,0.43,0.48,0.53,0.48,0.37,0.69,0.76,0.82,1.02,1.02,1.14,1.28,1.17,1.58,1.73,1.85,,
Comoros,11,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.1,0.1,0.12,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.17,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,,
Congo Democratic Republic,12,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.43,2.77,3.19,3.62,4.12,2.5,5.09,8.23,6.1,6.68,7.35,7.88,9.49,9.41,8.86,12.21,13.17,14.18,15.24,16.09,17.5,18.71,19.97,,
Congo Republic,13,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.87,0.92,0.97,1.03,1.09,1.15,1.22,1.3,1.38,1.43,1.58,1.67,1.75,1.84,1.93,2.02,2.12,2.22,2.33,2.44,2.55,2.67,2.8,,
Cote d'Ivoire,14,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.87,6.1,6.32,6.54,6.76,7.16,7.79,7.54,8.04,8.14,8.49,8.79,9.09,9.61,10.01,9.89,10.88,11.3,11.76,12.27,12.77,13.28,13.46,,
Djibouti,15,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.31,0.32,0.33,0.34,0.35,0.36,0.38,0.38,0.39,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5,0.52,0.53,0.55,0.57,0.58,0.59,,
Egypt,16,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,29.75,30.33,30.89,31.68,32.29,32.97,33.42,34.03,34.83,35.34,36.11,36.81,37.55,38.48,39.31,39.79,40.89,41.66,42.44,43.23,44.04,44.87,45.72,,
Equatorial Guinea,17,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.28,0.31,0.33,0.35,0.38,0.41,0.44,0.47,0.51,0.54,0.58,0.62,0.66,0.69,0.73,0.76,0.79,0.83,0.86,0.9,0.93,0.96,1,,
Eritrea,18,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.72,0.76,0.8,0.86,0.91,0.96,1.02,1.07,1.12,1.16,1.2,1.24,1.28,1.33,1.37,1.42,1.48,1.53,1.58,1.65,1.71,1.77,1.97,,
Eswatini,19,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.17,0.19,0.18,0.2,0.21,0.22,0.25,0.25,0.25,0.28,0.29,0.31,0.32,0.34,0.31,,
Ethiopia,20,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.49,6.67,8.15,8.93,9.39,10.35,10.36,10.87,11.56,12.22,13.01,13.6,14.63,15.47,17.02,16.49,17.34,20.57,20.48,21.63,22.83,24.11,25.67,,
Gabon,21,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.88,0.92,0.95,0.99,1.03,1.08,1.12,1.17,1.22,1.27,1.35,1.41,1.49,1.49,1.59,1.64,1.7,1.71,1.81,1.86,1.91,1.96,2.03,,
Gambia,22,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.3,0.32,0.34,0.37,0.4,0.41,0.46,0.49,0.53,0.57,0.61,0.65,0.7,0.72,0.8,0.85,0.9,1.01,1.01,1.08,1.16,1.23,1.31,,
Ghana,23,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.69,6.83,7.17,7.22,7.89,8,8.57,9.14,9.75,10.08,9.04,10.97,11.63,12.3,13.07,13.19,13.87,14.38,14.85,16.01,16.66,17.32,17.76,,
Guinea,24,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.31,1.46,1.59,1.72,1.89,1.84,2.11,2.22,2.35,2.47,2.61,2.76,2.87,3.07,3.22,3.4,3.62,3.8,4.09,4.21,4.47,4.72,4.98,,
Guinea Bissau,25,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.07,0.08,0.08,0.09,0.1,0.11,0.19,0.11,0.13,0.06,0.07,0.18,0.19,0.2,0.24,0.26,0.31,0.35,0.4,0.45,0.5,0.55,0.6,,
Kenya,26,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3.12,3.35,3.64,3.6,4.23,4.57,4.9,5.28,5.7,6.13,5.66,7.08,7.55,8.1,7.93,9.47,10.66,11.02,12,13.04,14.1,15.19,16.26,,
Lesotho,27,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.05,0.02,0.02,0.1,0.11,0.13,0.15,0.17,0.19,0.21,0.28,0.3,0.32,0.34,0.35,0.38,0.4,0.43,0.45,0.49,0.52,0.56,0.56,,
Liberia,28,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0.1,0.04,0.06,0.19,0.14,0.33,0.34,0.32,0.57,0.72,0.97,0.92,0.95,1.21,1.36,1.33,,
Libya,29,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,4.09,4.16,4.23,4.31,4.39,4.46,4.54,4.62,4.7,4.76,4.82,4.85,4.87,4.65,4.56,4.48,4.43,4.39,4.24,4.41,4.54,4.65,4.69,,
Madagascar,30,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.95,1.88,2.3,2.55,2.61,2.8,3.01,3.22,3.47,3.41,2.43,2.84,3.91,2.67,5.16,5.5,5.46,5.86,6.95,6.18,7.72,8.09,8.62,,
Malawi,31,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.48,0.48,0.52,0.68,0.57,0.63,0.49,0.72,0.77,0.84,0.82,0.79,0.95,0.96,1.27,1.4,1.25,1.79,1.59,1.54,1.75,2,2.02,,
Mali,32,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.04,1.21,1.37,1.56,1.76,2,2.06,2.51,2.8,2.97,3.44,4.34,3.47,4.99,5.34,5.8,6.09,5.45,6.93,7.73,8.35,9.04,9.25,,
Mauritania,33,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.47,0.54,0.56,0.61,0.67,0.55,0.8,1.02,0.95,1.03,1.19,1.28,1.38,1.48,1.57,1.58,1.7,1.82,1.93,2.04,2.15,2.27,2.4,,
Mauritius,34,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.52,0.52,0.52,0.52,,
Morocco,35,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,14.16,14.5,14.8,15.13,15.61,15.88,17.08,16.75,17.24,17.72,18.38,18.89,19.39,19.93,20.52,21.1,21.5,22.13,22.45,23.08,23.55,24.02,24.49,,
Mozambique,36,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.08,1.04,1.6,1.46,2.03,2.25,2.5,2.52,2.74,3.17,4.35,4.4,5.05,5.43,6.26,6.56,6.67,6.37,7.93,8.29,8.95,9.68,10.29,,
Namibia,37,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.45,0.46,0.48,0.5,0.52,0.54,0.56,0.62,0.6,0.68,0.66,0.66,0.73,0.75,0.8,0.85,0.82,0.92,0.96,1,1.05,1.09,1.15,,
Niger,38,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.59,0.79,0.84,0.89,0.94,0.92,1.08,1.14,1.22,1.3,1.57,1.65,1.78,1.78,1.84,1.95,1.99,2.13,1.75,2.41,2.55,2.76,3.4,,
Nigeria,39,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,35.72,37.48,39.33,41.86,43.34,45.47,47.76,51.43,53.19,55.39,55.05,62.96,63.93,66.28,70.29,70.64,77.84,82.06,80.52,86.3,89.84,99.53,103.98,,
Rwanda,40,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.47,0.39,0.43,0.6,0.64,0.38,0.74,0.8,0.46,0.93,0.77,1.04,1.23,1.15,1.38,1.45,1.63,1.78,1.85,1.91,2.14,2.3,2.42,,
Sao Tome and Principe,41,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.14,,
Senegal,42,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.97,3.02,3.13,3.3,3.47,3.77,4.07,4.04,4.25,4.54,4.76,5.16,5.28,5.58,5.62,5.97,6.26,6.79,7.19,7.6,7.62,8.07,8.3,,
Seychelles,43,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,,
Sierra Leone,44,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.35,0.37,0.4,0.43,0.58,0.51,0.7,0.76,0.62,0.88,0.65,0.93,1.1,0.81,1.25,1.34,1.43,1.53,1.73,1.72,1.9,2.03,2.23,,
Somalia,45,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.13,0.4,0.66,0.96,1.1,1.25,1.51,1.45,1.68,1.91,3.14,3.4,3.58,3.75,3.93,4.11,4.32,4.53,4.75,4.98,5.23,5.47,5.6,,
South Africa,46,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,22.28,22.79,23.34,24.42,24.4,24.95,25.47,26,26.54,27.12,27.72,28.39,29.08,29.77,30.48,31.2,31.87,32.55,33.23,33.88,34.54,35.19,34.15,,
South Sudan,47,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.09,0.1,0.1,0.11,0.12,0.13,0.14,0.07,0.11,0.28,0.07,0.21,0.22,0.23,0.25,0.26,0.28,0.23,0.32,0.36,0.41,0.44,1.01,,
Sudan,48,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.46,5.61,5.77,5.93,6.09,6.27,6.42,6.57,4.98,6.44,8.19,8.54,8.94,9.34,9.71,10.2,10.65,11.16,11.64,12.21,12.77,13.37,14.41,,
Tanzania,49,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.52,2.73,2.97,3.22,3.61,3.99,4.39,4.81,4.66,4.55,5.99,5.87,6.71,7.7,8.67,9.95,11.72,12.26,13.54,15.38,16.1,17.96,15.32,,
Togo,50,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.63,0.82,0.89,0.97,1.06,1.15,1.35,1.35,1.46,1.58,1.63,1.98,2.02,2.15,2.38,2.44,2.61,2.85,2.77,3.17,3.37,3.58,3.79,,
